"40212397-NGRAMS1.txt","Suppose James Brown Read Fanon: The Black Arts Movement, Cultural Nationalism and the Failure of Popular Musical Praxis"
"852897-NGRAMS1.txt","The Jazz Essays of Theodor Adorno: Some Thoughts on Jazz Reception in Weimar Germany"
"4500319-NGRAMS1.txt","Rethinking the Music Industry"
"853365-NGRAMS1.txt","Another Boring Day in Paradise: Rock and Roll and the Empowerment of Everyday Life"
"853360-NGRAMS1.txt","Listening Behaviour and Musical Preference in the Age of 'Transmitted Music'"
"3877556-NGRAMS1.txt","Instrumental Music? The Social Origins of Broadcast Music in British Factories"
"853457-NGRAMS1.txt"," The Göteborg Connection: Lessons in the History and Politics of Popular Music Education and Research"
"853589-NGRAMS1.txt","Popular Music, Gender and High School Pupils in Japan: Personal Music in School and Leisure Sites"
"40541477-NGRAMS1.txt","Good Samaritans and Oblivious Cheerleaders: Ideologies of Portuguese Music Journalists towards Portuguese Music"
"931311-NGRAMS1.txt","Eruptions: Heavy Metal Appropriations of Classical Virtuosity"
"853558-NGRAMS1.txt","You Can't Rid a Song of Its Words: Notes on the Hegemony of Lyrics in Russian Rock Songs"
"3877660-NGRAMS1.txt","'The Dancing Front': Dance Music, Dancing, and the BBC in World War II"
"40212423-NGRAMS1.txt","Hip-Hop Judaica: The Politics of Representin' Heebster Heritage"
"23359909-NGRAMS1.txt","Some theoretical perspectives on African popular music"
"3877545-NGRAMS1.txt"," Snobs and quétaines: Prestige and Boundaries in Popular Music in Quebec"
"853058-NGRAMS1.txt","'The Constant Companion of Man': Separate Development, Radio Bantu and Music"
"853722-NGRAMS1.txt","Tracking British Television: Pop Music as Stock Soundtrack to the Small Screen"
"4500305-NGRAMS1.txt","Feelin' Bad This Morning: Why the British Blues?"
"853026-NGRAMS1.txt","Country Music Video"
"853584-NGRAMS1.txt","National Music to National Redeemer: The Consolidation of a 'Folk-Song' Construct in Edwardian England"
"853272-NGRAMS1.txt","Sitars and Bossas: World Music Influences"
"852938-NGRAMS1.txt","Austropop: Popular Music and National Identity in Austria"
"40212379-NGRAMS1.txt","New Zealand Popular Music, Government Policy, and Cultural Identity"
"3877557-NGRAMS1.txt","The Role of the Music Editor and the 'Temp Track' as Blueprint for the Score, Source Music, and Scource Music of Films"
"852919-NGRAMS1.txt","Constructing the Popular from Public Funding of Community Music: Notes from Australia"
"853692-NGRAMS1.txt","Music, Radio and the Record Business in Zimbabwe Today"
"931278-NGRAMS1.txt","Open Letter: 'Black Music', 'Afro-American Music' and 'European Music'"
"852982-NGRAMS1.txt","The Critique Criticised: Adorno and Popular Music"
"3877578-NGRAMS1.txt","A Critical Reassessment of the Reception of Early Jazz in Britain"
"852900-NGRAMS1.txt","Structural Relationships of Music and Images in Music Video"
"853718-NGRAMS1.txt","'One Night on TV Is Worth Weeks at the Paramount': Musicians and Opportunity in Early Television, 1948-55"
"853653-NGRAMS1.txt","Does it Really Matter? Young People and Popular Music"
"853206-NGRAMS1.txt","Music, Culture and Interdisciplinarity: Reflections on Relationships"
"853223-NGRAMS1.txt","Israeli Rock, or a Study in the Politics of 'Local Authenticity'"
"853666-NGRAMS1.txt","'A Song Goes Round the World': The German Schlager, as an Organ of Experience"
"40212378-NGRAMS1.txt","The State of Rock: A History of Finland's Cultural Policy and Music Export"
"853682-NGRAMS1.txt","'Japanese Music' Can be Popular"
"853271-NGRAMS1.txt","Chutney and Indo-Trinidadian Cultural Identity"
"853697-NGRAMS1.txt","Is There Such a Thing as the 'Blue Note'?"
"3877596-NGRAMS1.txt","The Rise and Generic Features of Shanghai Popular Songs in the 1930s and 1940s"
"853536-NGRAMS1.txt","Reflecting Surfaces: The Use of Elements from Indian Music in Popular Music and Jazz"
"852975-NGRAMS1.txt","Analysing Popular Music: Theory, Method and Practice"
"853640-NGRAMS1.txt","The Political Meaning of Hong Kong Popular Music: A Review of Sociopolitical Relations between Hong Kong and the People's Republic of China Since the 1980s"
"853047-NGRAMS1.txt","Video in the Machine: The Incorporation of Music Video into the Recording Industry"
"931204-NGRAMS1.txt","Wit and Popular Music: The Calypso and the Blues"
"40212401-NGRAMS1.txt","Musical Ambition, Cultural Accreditation and the Nasty Side of Progressive Rock"
"40926943-NGRAMS1.txt","A many-headed beast: progressive rock as European meta-genre"
"3877485-NGRAMS1.txt","(Re)voicing Tradition: Improvising Aesthetics and Identity on Local Jazz Scenes"
"852980-NGRAMS1.txt","A Theoretical Model for the Sociomusicological Analysis of Popular Musics"
"853345-NGRAMS1.txt","The Future of Rock: Discourses That Struggle to Define a Genre"
"853569-NGRAMS1.txt","His Master's Voice? Exploring Qawwali and 'Gramophone Culture' in South Asia"
"4500299-NGRAMS1.txt","O Brother, Let's Go down Home: Loss, Nostalgia and the Blues"
"3877484-NGRAMS1.txt","Living Troubadours and Other Recent Uses for Medieval Music"
"853283-NGRAMS1.txt","Count Basie and the Piano That Swings the Band"
"931260-NGRAMS1.txt","'Teach You to Rock'? Popular Music in the University Music Department"
"853694-NGRAMS1.txt"," ★: A Critique of Rock Criticism in North America"
"853400-NGRAMS1.txt","Not-so-Big in Japan: Western Pop Music in the Japanese Market"
"853554-NGRAMS1.txt"," World Music or Japanese - The Gagaku of Tôgi Hideki"
"853669-NGRAMS1.txt","Music and the Internet"
"931216-NGRAMS1.txt","'Turn It down!' She Shrieked: Gender, Domestic Space, and High Fidelity, 1948-59"
"4500337-NGRAMS1.txt","Authors and Rappers: Italian Hip Hop and the Shifting Boundaries of \"Canzone d'Autore\""
"852983-NGRAMS1.txt","Rock Music: A Musical-Aesthetic Study"
"3877610-NGRAMS1.txt","Gesturing Elsewhere: The Identity Politics of the Balinese Death/Thrash Metal Scene"
"3877598-NGRAMS1.txt","Can We Get Rid of the 'Popular' in Popular Music? A Virtual Symposium with Contributions from the International Advisory Editors of \"Popular Music\""
"853095-NGRAMS1.txt","Sain Cymru: The Role of the Welsh Phonographic Industry in the Development of a Welsh Language Pop/Rock/Folk Scene"
"853534-NGRAMS1.txt","Popular Music in India: 1901-86"
"931232-NGRAMS1.txt","The Aftermath of a Crisis: Quebec Music Industries in the 1980s"
"853419-NGRAMS1.txt","Marxism, Nationalism and Popular Music in Revolutionary Cuba"
"853623-NGRAMS1.txt","All Rock and Roll Is Homosocial: The Representation of Women in the British Rock Music Press"
"23325808-NGRAMS1.txt","Tradition, modernity and the supernatural swing: re-reading 'primitivism' in Hugues Panassié's writing on jazz"
"23359905-NGRAMS1.txt","Visions of freedom: Duke Ellington in the Soviet Union"
